team,team_code,shirt_number,position,player_text,name_on_shirt,dob,club,height_cm,caps,goals,player_key,shirt_key
Egypt,EGY,24,DF,TAREK ALAA Tarek Alaa Abdelghaffar Abdel ELGEBALY T. ALAA,T. ALAA,2002-01-05,ZED FC (EGY),178,3,0,tarek alaa tarek alaa abdelghaffar abdel elgebaly t alaa,t alaa
Egypt,EGY,25,FW,ZIZO Ahmed Mostafa Mohamed SAYED ZIZO,SAYED ZIZO,1996-01-10,Al Ahly FC (EGY),175,64,5,zizo ahmed mostafa mohamed sayed zizo,sayed zizo
Egypt,EGY,26,GK,MOHAMED ALAA Mohamed Alaaeldin Soliman M AHMED M. ALAA,M. ALAA,1999-01-01,El Gouna FC (EGY),188,0,0,mohamed alaa mohamed alaaeldin soliman m ahmed m alaa,m alaa
England,ENG,1,GK,PICKFORD Jordan Jordan Lee PICKFORD PICKFORD,PICKFORD PICKFORD,1994-03-07,Everton FC (ENG),185,84,0,pickford jordan jordan lee pickford pickford,pickford pickford
England,ENG,2,DF,KONSA Ezri Ezri Ngoyo KONSA KONSA,KONSA KONSA,1997-10-23,Aston Villa FC (ENG),180,20,1,konsa ezri ezri ngoyo konsa konsa,konsa konsa
England,ENG,3,DF,OREILLY Nico Nico O'REILLY O'REILLY,O'REILLY O'REILLY,2005-03-21,Manchester City FC (ENG),177,5,0,oreilly nico nico o reilly o reilly,o reilly o reilly
England,ENG,4,MF,RICE Declan Declan RICE RICE,RICE RICE,1999-01-14,Arsenal FC (ENG),185,73,7,rice declan declan rice rice,rice rice
England,ENG,5,DF,STONES John John STONES STONES,STONES STONES,1994-05-28,Manchester City FC (ENG),188,89,3,stones john john stones stones,stones stones
England,ENG,6,DF,GUEHI Marc Addji Keaninkin Marc-Isreal GUEHI GUÉHI,GUEHI GUÉHI,2000-07-13,Manchester City FC (ENG),183,29,1,guehi marc addji keaninkin marc isreal guehi gu hi,guehi gu hi
England,ENG,7,FW,SAKA Bukayo Bukayo Ayoyinka SAKA SAKA,SAKA SAKA,2001-09-05,Arsenal FC (ENG),178,49,14,saka bukayo bukayo ayoyinka saka saka,saka saka
England,ENG,8,MF,ANDERSON Elliot Elliot Junior ANDERSON ANDERSON,ANDERSON ANDERSON,2002-11-06,Nottingham Forest FC (ENG),179,9,0,anderson elliot elliot junior anderson anderson,anderson anderson
England,ENG,9,FW,KANE Harry Harry Edward KANE KANE,KANE KANE,1993-07-28,FC Bayern München (GER),190,114,79,kane harry harry edward kane kane,kane kane
England,ENG,10,MF,BELLINGHAM Jude Jude Victor William BELLINGHAM BELLINGHAM,BELLINGHAM BELLINGHAM,2003-06-29,Real Madrid C. F. (ESP),183,48,6,bellingham jude jude victor william bellingham bellingham,bellingham bellingham
England,ENG,11,FW,RASHFORD Marcus Marcus RASHFORD RASHFORD,RASHFORD RASHFORD,1997-10-31,FC Barcelona (ESP),180,72,18,rashford marcus marcus rashford rashford,rashford rashford
England,ENG,12,DF,LIVRAMENTO Tino Valentino Francisco LIVRAMENTO LIVRAMENTO,LIVRAMENTO LIVRAMENTO,2002-11-12,Newcastle United FC (ENG),182,6,0,livramento tino valentino francisco livramento livramento,livramento livramento
England,ENG,13,GK,HENDERSON Dean Dean Bradley HENDERSON D. HENDERSON,D. HENDERSON,1997-03-12,Crystal Palace FC (ENG),188,4,0,henderson dean dean bradley henderson d henderson,d henderson
England,ENG,14,MF,HENDERSON Jordan Jordan Brian HENDERSON HENDERSON,HENDERSON HENDERSON,1990-06-17,Brentford FC (ENG),183,91,3,henderson jordan jordan brian henderson henderson,henderson henderson
England,ENG,15,DF,BURN Dan Daniel Johnson BURN BURN,BURN BURN,1992-05-09,Newcastle United FC (ENG),201,8,0,burn dan daniel johnson burn burn,burn burn
England,ENG,16,MF,MAINOO Kobbie Kobbie Boateng MAINOO MAINOO,MAINOO MAINOO,2005-04-19,Manchester United FC (ENG),183,14,0,mainoo kobbie kobbie boateng mainoo mainoo,mainoo mainoo
England,ENG,17,MF,ROGERS Morgan Morgan Elliot ROGERS ROGERS,ROGERS ROGERS,2002-07-26,Aston Villa FC (ENG),187,15,1,rogers morgan morgan elliot rogers rogers,rogers rogers
England,ENG,18,FW,GORDON Anthony Anthony Michael GORDON GORDON,GORDON GORDON,2001-02-24,Newcastle United FC (ENG),182,19,3,gordon anthony anthony michael gordon gordon,gordon gordon
England,ENG,19,FW,WATKINS Ollie Oliver George Arthur WATKINS WATKINS,WATKINS WATKINS,1995-12-30,Aston Villa FC (ENG),180,22,7,watkins ollie oliver george arthur watkins watkins,watkins watkins
England,ENG,20,FW,MADUEKE Noni Chukwunonso Azuka Tristan MADUEKE MADUEKE,MADUEKE MADUEKE,2002-03-10,Arsenal FC (ENG),182,11,1,madueke noni chukwunonso azuka tristan madueke madueke,madueke madueke
England,ENG,21,MF,EZE Eberechi Eberechi Oluchi EZE EZE,EZE EZE,1998-06-29,Arsenal FC (ENG),178,17,3,eze eberechi eberechi oluchi eze eze,eze eze
England,ENG,22,FW,TONEY Ivan Ivan Benjamin Elijah TONEY TONEY,TONEY TONEY,1996-03-16,Al Ahli FC (KSA),185,8,1,toney ivan ivan benjamin elijah toney toney,toney toney
England,ENG,23,GK,TRAFFORD James James Harrington TRAFFORD TRAFFORD,TRAFFORD TRAFFORD,2002-10-10,Manchester City FC (ENG),197,2,0,trafford james james harrington trafford trafford,trafford trafford
England,ENG,24,DF,JAMES Reece Reece Lewis JAMES JAMES,JAMES JAMES,1999-12-08,Chelsea FC (ENG),180,24,1,james reece reece lewis james james,james james
England,ENG,25,DF,SPENCE Djed Diop Tehuti Djed-Hotep SPENCE SPENCE,SPENCE SPENCE,2000-08-09,Tottenham Hotspur FC (ENG),184,6,0,spence djed diop tehuti djed hotep spence spence,spence spence
England,ENG,26,DF,QUANSAH Jarell Jarell Amorin QUANSAH QUANSAH,QUANSAH QUANSAH,2003-01-29,Bayer 04 Leverkusen (GER),190,3,0,quansah jarell jarell amorin quansah quansah,quansah quansah
France,FRA,1,GK,SAMBA Brice Brice Lauriche SAMBA SAMBA,SAMBA SAMBA,1994-04-25,Stade Rennais FC (FRA),187,4,0,samba brice brice lauriche samba samba,samba samba
France,FRA,2,DF,GUSTO Malo Malo Arthur GUSTO GUSTO,GUSTO GUSTO,2003-05-19,Chelsea FC (ENG),179,11,0,gusto malo malo arthur gusto gusto,gusto gusto
France,FRA,3,DF,DIGNE Lucas Lucas DIGNE DIGNE,DIGNE DIGNE,1993-07-20,Aston Villa FC (ENG),178,58,0,digne lucas lucas digne digne,digne digne
France,FRA,4,DF,UPAMECANO Dayot Dayotchanculle Oswald UPAMECANO UPAMECANO,UPAMECANO UPAMECANO,1998-10-27,FC Bayern München (GER),186,38,2,upamecano dayot dayotchanculle oswald upamecano upamecano,upamecano upamecano
France,FRA,5,DF,KOUNDE Jules Jules Olivier KOUNDE KOUNDE,KOUNDE KOUNDE,1998-11-12,FC Barcelona (ESP),178,48,0,kounde jules jules olivier kounde kounde,kounde kounde
France,FRA,6,MF,KONE Manu Kouadio Emmanuel Boris KONE KONE,KONE KONE,2001-05-17,AS Roma (ITA),185,14,0,kone manu kouadio emmanuel boris kone kone,kone kone
France,FRA,7,FW,DEMBELE Ousmane Masour Ousmane DEMBELE DEMBELE,DEMBELE DEMBELE,1997-05-15,Paris Saint-Germain (FRA),179,59,7,dembele ousmane masour ousmane dembele dembele,dembele dembele
France,FRA,8,MF,TCHOUAMENI Aurelien Aurélien Djani TCHOUAMENI TCHOUAMENI,TCHOUAMENI TCHOUAMENI,2000-01-27,Real Madrid C. F. (ESP),188,46,3,tchouameni aurelien aur lien djani tchouameni tchouameni,tchouameni tchouameni
France,FRA,9,FW,THURAM Marcus Marcus Lilian THURAM-ULIEN THURAM,THURAM-ULIEN THURAM,1997-08-06,FC Internazionale Milano (ITA),192,34,3,thuram marcus marcus lilian thuram ulien thuram,thuram ulien thuram
France,FRA,10,FW,MBAPPE Kylian Kylian MBAPPE LOTTIN MBAPPE,MBAPPE LOTTIN MBAPPE,1998-12-20,Real Madrid C. F. (ESP),180,98,56,mbappe kylian kylian mbappe lottin mbappe,mbappe lottin mbappe
France,FRA,11,FW,OLISE Michael Michael Akpovie OLISE OLISE,OLISE OLISE,2001-12-12,FC Bayern München (GER),184,17,7,olise michael michael akpovie olise olise,olise olise
France,FRA,12,FW,BARCOLA Bradley Bradley Jean-Manuel Essolisa A BARCOLA BARCOLA,A BARCOLA BARCOLA,2002-09-02,Paris Saint-Germain (FRA),187,20,3,barcola bradley bradley jean manuel essolisa a barcola barcola,a barcola barcola
France,FRA,13,MF,KANTE Ngolo N'golo KANTE KANTE,KANTE KANTE,1991-03-29,Fenerbahçe SK (TUR),171,69,2,kante ngolo n golo kante kante,kante kante
France,FRA,14,MF,RABIOT Adrien Adrien Thibault Marie RABIOT RABIOT,RABIOT RABIOT,1995-04-03,AC Milan (ITA),191,59,7,rabiot adrien adrien thibault marie rabiot rabiot,rabiot rabiot
France,FRA,15,DF,KONATE Ibrahima Ibrahima KONATÉ KONATE,KONATÉ KONATE,1999-05-25,Liverpool FC (ENG),194,28,0,konate ibrahima ibrahima konat konate,konat konate
France,FRA,16,GK,MAIGNAN Mike Mike Peterson MAIGNAN MAIGNAN,MAIGNAN MAIGNAN,1995-07-03,AC Milan (ITA),191,40,0,maignan mike mike peterson maignan maignan,maignan maignan
France,FRA,17,DF,SALIBA William William Alain André Gabriel SALIBA SALIBA,SALIBA SALIBA,2001-03-24,Arsenal FC (ENG),192,32,0,saliba william william alain andr gabriel saliba saliba,saliba saliba
France,FRA,18,MF,ZAIRE-EMERY Warren Warren Marie Jean-Pierre ZAÏRE-EMERY ZAIRE EMERY,ZAÏRE-EMERY ZAIRE EMERY,2006-03-08,Paris Saint-Germain (FRA),176,11,1,zaire emery warren warren marie jean pierre za re emery zaire emery,za re emery zaire emery
France,FRA,19,DF,HERNANDEZ Theo Théo Bernard François HERNANDEZ T. HERNANDEZ,T. HERNANDEZ,1997-10-06,Al Hilal SC (KSA),184,44,2,hernandez theo th o bernard fran ois hernandez t hernandez,t hernandez
France,FRA,20,FW,DOUE Desire Désiré Nonka-Maho DOUE DOUE,DOUE DOUE,2005-06-03,Paris Saint-Germain (FRA),182,7,2,doue desire d sir nonka maho doue doue,doue doue
France,FRA,21,DF,HERNANDEZ Lucas Lucas Francois Bernard HERNANDEZ L. HERNANDEZ,L. HERNANDEZ,1996-02-14,Paris Saint-Germain (FRA),184,42,0,hernandez lucas lucas francois bernard hernandez l hernandez,l hernandez
France,FRA,22,FW,MATETA Jean-Philippe Jean-Philippe MATETA MATETA,MATETA MATETA,1997-06-28,Crystal Palace FC (ENG),192,4,2,mateta jean philippe jean philippe mateta mateta,mateta mateta
France,FRA,23,GK,RISSER Robin Robin François Philippe RISSER RISSER,RISSER RISSER,2004-12-02,RC Lens (FRA),193,0,0,risser robin robin fran ois philippe risser risser,risser risser
France,FRA,24,MF,CHERKI Rayan Mathis Rayan CHERKI CHERKI,CHERKI CHERKI,2003-08-17,Manchester City FC (ENG),180,7,2,cherki rayan mathis rayan cherki cherki,cherki cherki
France,FRA,25,MF,AKLIOUCHE Maghnes Maghnes AKLIOUCHE AKLIOUCHE,AKLIOUCHE AKLIOUCHE,2002-02-25,AS Monaco (FRA),183,9,1,akliouche maghnes maghnes akliouche akliouche,akliouche akliouche
France,FRA,26,DF,LACROIX Maxence Maxence Guy LACROIX LACROIX,LACROIX LACROIX,2000-04-06,Crystal Palace FC (ENG),192,4,0,lacroix maxence maxence guy lacroix lacroix,lacroix lacroix
Germany,GER,1,GK,NEUER Manuel Manuel Peter NEUER NEUER,NEUER NEUER,1986-03-27,FC Bayern München (GER),193,124,0,neuer manuel manuel peter neuer neuer,neuer neuer
Germany,GER,2,DF,RUEDIGER Antonio Antonio RÜDIGER RÜDIGER,RÜDIGER RÜDIGER,1993-03-03,Real Madrid C. F. (ESP),190,82,3,ruediger antonio antonio r diger r diger,r diger r diger
Germany,GER,3,DF,ANTON Waldemar Waldemar ANTON ANTON,ANTON ANTON,1996-07-20,Borussia Dortmund (GER),189,13,0,anton waldemar waldemar anton anton,anton anton
Germany,GER,4,DF,TAH Jonathan Jonathan Glao TAH TAH,TAH TAH,1996-02-11,FC Bayern München (GER),195,47,1,tah jonathan jonathan glao tah tah,tah tah
Germany,GER,5,MF,PAVLOVIC Aleksandar Aleksandar PAVLOVIĆ PAVLOVIĆ,PAVLOVIĆ PAVLOVIĆ,2004-05-03,FC Bayern München (GER),188,11,1,pavlovic aleksandar aleksandar pavlovi pavlovi,pavlovi pavlovi
Germany,GER,6,DF,KIMMICH Joshua Joshua Walter KIMMICH KIMMICH,KIMMICH KIMMICH,1995-02-08,FC Bayern München (GER),177,110,10,kimmich joshua joshua walter kimmich kimmich,kimmich kimmich
Germany,GER,7,FW,HAVERTZ Kai Kai Lukas HAVERTZ HAVERTZ,HAVERTZ HAVERTZ,1999-06-11,Arsenal FC (ENG),190,58,22,havertz kai kai lukas havertz havertz,havertz havertz
Germany,GER,8,MF,GORETZKA Leon Leon Christoph GORETZKA GORETZKA,GORETZKA GORETZKA,1995-02-06,FC Bayern München (GER),189,70,15,goretzka leon leon christoph goretzka goretzka,goretzka goretzka
Germany,GER,9,MF,LEWELING Jamie Jamie Jaleel Jeremy LEWELING LEWELING,LEWELING LEWELING,2001-02-26,VfB Stuttgart (GER),185,5,1,leweling jamie jamie jaleel jeremy leweling leweling,leweling leweling
Germany,GER,10,MF,MUSIALA Jamal Jamal MUSIALA MUSIALA,MUSIALA MUSIALA,2003-02-26,FC Bayern München (GER),180,42,9,musiala jamal jamal musiala musiala,musiala musiala
Germany,GER,11,FW,WOLTEMADE Nick Nick WOLTEMADE WOLTEMADE,WOLTEMADE WOLTEMADE,2002-02-14,Newcastle United FC (ENG),198,11,4,woltemade nick nick woltemade woltemade,woltemade woltemade
Germany,GER,12,GK,BAUMANN Oliver Oliver BAUMANN BAUMANN,BAUMANN BAUMANN,1990-06-02,TSG Hoffenheim (GER),187,13,0,baumann oliver oliver baumann baumann,baumann baumann
Germany,GER,13,MF,GROSS Pascal Pascal Alexander GROß GROß,GROSS Pascal,1991-06-15,Brighton & Hove Albion FC (ENG),181,18,1,gross pascal pascal alexander gross gross,gross pascal
Germany,GER,14,FW,BEIER Maximilian Maximilian BEIER BEIER,BEIER BEIER,2002-10-17,Borussia Dortmund (GER),185,9,0,beier maximilian maximilian beier beier,beier beier
Germany,GER,15,DF,SCHLOTTERBECK Nico Nico Cédric SCHLOTTERBECK SCHLOTTERBECK,SCHLOTTERBECK SCHLOTTERBECK,1999-12-01,Borussia Dortmund (GER),191,27,0,schlotterbeck nico nico c dric schlotterbeck schlotterbeck,schlotterbeck schlotterbeck
Germany,GER,16,MF,STILLER Angelo Angelo Nicolas STILLER STILLER,STILLER STILLER,2001-04-04,VfB Stuttgart (GER),183,8,0,stiller angelo angelo nicolas stiller stiller,stiller stiller
Germany,GER,17,MF,WIRTZ Florian Florian Richard WIRTZ WIRTZ,WIRTZ WIRTZ,2003-05-03,Liverpool FC (ENG),176,41,11,wirtz florian florian richard wirtz wirtz,wirtz wirtz
Germany,GER,18,DF,BROWN Nathaniel Nathaniel Christopher BROWN BROWN,BROWN BROWN,2003-06-16,Eintracht Frankfurt (GER),176,5,0,brown nathaniel nathaniel christopher brown brown,brown brown
Germany,GER,19,MF,SANE Leroy Leroy Aziz SANÉ SANÉ,SANÉ SANÉ,1996-01-11,Galatasaray SK (TUR),183,76,17,sane leroy leroy aziz san san,san san
Germany,GER,20,MF,AMIRI Nadiem Nadiem AMIRI AMIRI,AMIRI AMIRI,1996-10-27,1. FSV Mainz 05 (GER),178,11,1,amiri nadiem nadiem amiri amiri,amiri amiri
Germany,GER,21,GK,NUEBEL Alexander Alexander NÜBEL NÜBEL,NÜBEL NÜBEL,1996-09-30,VfB Stuttgart (GER),193,3,0,nuebel alexander alexander n bel n bel,n bel n bel
Germany,GER,22,DF,RAUM David David RAUM RAUM,RAUM RAUM,1998-04-22,RB Leipzig (GER),180,37,1,raum david david raum raum,raum raum
Germany,GER,23,MF,NMECHA Felix Felix Kalu NMECHA NMECHA,NMECHA NMECHA,2000-10-10,Borussia Dortmund (GER),190,8,1,nmecha felix felix kalu nmecha nmecha,nmecha nmecha
Germany,GER,24,DF,THIAW Malick Malick THIAW THIAW,THIAW THIAW,2001-08-08,Newcastle United FC (ENG),194,5,0,thiaw malick malick thiaw thiaw,thiaw thiaw
Germany,GER,25,MF,OUEDRAOGO Assan Forzan Assan OUÉDRAOGO OUÉDRAOGO,OUÉDRAOGO OUÉDRAOGO,2006-05-09,RB Leipzig (GER),191,1,1,ouedraogo assan forzan assan ou draogo ou draogo,ou draogo ou draogo
Germany,GER,26,FW,UNDAV Deniz Deniz UNDAV UNDAV,UNDAV UNDAV,1996-07-19,VfB Stuttgart (GER),179,9,6,undav deniz deniz undav undav,undav undav
Ghana,GHA,1,GK,ZIGI Lawrence Ati Lawrence Ati ZIGI ZIGI,ZIGI ZIGI,1996-11-29,FC St. Gallen (SUI),188,30,0,zigi lawrence ati lawrence ati zigi zigi,zigi zigi
Ghana,GHA,2,DF,SEIDU Alidu Alidu SEIDU SEIDU,SEIDU SEIDU,2000-06-04,Stade Rennais FC (FRA),173,24,1,seidu alidu alidu seidu seidu,seidu seidu
Ghana,GHA,3,MF,YIRENKYI Caleb Caleb Marfo YIRENKYI CALEB,YIRENKYI CALEB,2006-01-15,FC Nordsjælland (DEN),182,11,1,yirenkyi caleb caleb marfo yirenkyi caleb,yirenkyi caleb
Ghana,GHA,4,DF,ADJETEY Jonas Jonas Adjei ADJETEY ADJETEY,ADJETEY ADJETEY,2003-12-13,VfL Wolfsburg (GER),188,10,0,adjetey jonas jonas adjei adjetey adjetey,adjetey adjetey
Ghana,GHA,5,MF,PARTEY Thomas Thomas Teye PARTEY THOMAS,PARTEY THOMAS,1993-06-13,Villarreal CF (ESP),185,59,16,partey thomas thomas teye partey thomas,partey thomas
Ghana,GHA,6,DF,MUMIN Abdul Abdul Mumin SULEMAN SULEMAN,SULEMAN SULEMAN,1998-06-06,Rayo Vallecano (ESP),188,5,0,mumin abdul abdul mumin suleman suleman,suleman suleman
Ghana,GHA,7,FW,FATAWU Abdul Abdul Fatawu ISSAHAKU FATAWU,ISSAHAKU FATAWU,2004-03-08,Leicester City FC (ENG),177,28,3,fatawu abdul abdul fatawu issahaku fatawu,issahaku fatawu
Ghana,GHA,8,MF,SIBO Kwasi Kwasi SIBO SIBO,SIBO SIBO,1998-06-24,Real Oviedo (ESP),183,8,0,sibo kwasi kwasi sibo sibo,sibo sibo
Ghana,GHA,9,FW,AYEW Jordan Jordan Pierre AYEW AYEW,AYEW AYEW,1991-09-11,Leicester City FC (ENG),182,120,34,ayew jordan jordan pierre ayew ayew,ayew ayew
Ghana,GHA,10,FW,THOMAS-ASANTE Brandon Solomon Brandon Michael Clarke THOMAS-ASANTE ASANTE,THOMAS-ASANTE ASANTE,1998-12-29,Coventry City FC (ENG),182,8,1,thomas asante brandon solomon brandon michael clarke thomas asante asante,thomas asante asante
Ghana,GHA,11,MF,SEMENYO Antoine Antoine Serlom SEMENYO SEMENYO,SEMENYO SEMENYO,2000-01-07,Manchester City FC (ENG),185,34,3,semenyo antoine antoine serlom semenyo semenyo,semenyo semenyo
Ghana,GHA,12,GK,ANANG Joseph Joseph Tetteh ANANG ANANG,ANANG ANANG,2000-06-08,St Patrick's Athletic FC (IRL),190,1,0,anang joseph joseph tetteh anang anang,anang anang
Ghana,GHA,13,FW,BAAH Christopher Bonsu Christopher Bonsu BAAH BAAH,BAAH BAAH,2004-12-14,Al Qadsiah FC (KSA),172,9,0,baah christopher bonsu christopher bonsu baah baah,baah baah
Ghana,GHA,14,DF,MENSAH Gideon Gideon MENSAH MENSAH,MENSAH MENSAH,1998-07-18,AJ Auxerre (FRA),178,40,0,mensah gideon gideon mensah mensah,mensah mensah
Ghana,GHA,15,MF,OWUSU Elisha Elisha OWUSU OWUSU,OWUSU OWUSU,1997-11-07,AJ Auxerre (FRA),182,20,0,owusu elisha elisha owusu owusu,owusu owusu
Ghana,GHA,16,GK,ASARE Benjamin Benjamin ASARE ASARE,ASARE ASARE,1992-07-13,Hearts Of Oak SC (GHA),188,13,0,asare benjamin benjamin asare asare,asare asare
Ghana,GHA,17,DF,RAHMAN Baba Abdul Rahaman BABA BABA,BABA BABA,1994-07-02,PAOK Saloniki (GRE),179,53,1,rahman baba abdul rahaman baba baba,baba baba
Ghana,GHA,18,DF,OPOKU Jerome Jerome OPOKU OPOKU,OPOKU OPOKU,1998-10-14,Başakşehir FK (TUR),197,11,1,opoku jerome jerome opoku opoku,opoku opoku
Ghana,GHA,19,FW,WILLIAMS Inaki Inaki WILLIAMS ARTHUER WILLIAMS,WILLIAMS ARTHUER WILLIAMS,1994-06-15,Athletic Club (ESP),186,26,2,williams inaki inaki williams arthuer williams,williams arthuer williams
Ghana,GHA,20,MF,BOAKYE Augustine Augustine BOAKYE BOAKYE,BOAKYE BOAKYE,2000-11-03,AS Saint-Etienne (FRA),178,0,0,boakye augustine augustine boakye boakye,boakye boakye
Ghana,GHA,21,DF,OPPONG Kojo Peprah Kojo Peprah OPPONG PEPRAH,OPPONG PEPRAH,2004-06-04,OGC Nice (FRA),185,4,0,oppong kojo peprah kojo peprah oppong peprah,oppong peprah
Ghana,GHA,22,FW,SULEMANA Kamaldeen Kamal Deen SULEMANA KAMALDEEN,SULEMANA KAMALDEEN,2002-02-15,Atalanta Bergamo (ITA),174,28,1,sulemana kamaldeen kamal deen sulemana kamaldeen,sulemana kamaldeen
Ghana,GHA,23,DF,LUCKASSEN Derrick Derrick LUCKASSEN LUCKASSEN,LUCKASSEN LUCKASSEN,1995-07-03,Pafos FC (CYP),188,1,0,luckassen derrick derrick luckassen luckassen,luckassen luckassen
Ghana,GHA,24,FW,NUAMAH Ernest Ernest Nuamah APPIAH NUAMAH,APPIAH NUAMAH,2003-11-01,Olympique Lyonnais (FRA),178,19,4,nuamah ernest ernest nuamah appiah nuamah,appiah nuamah
Ghana,GHA,25,FW,ADU Prince Prince Kwabena ADU ADU,ADU ADU,2003-09-23,FC Viktoria Plzeň (CZE),179,5,0,adu prince prince kwabena adu adu,adu adu
Ghana,GHA,26,DF,SENAYA Marvin Marvin Elom SENAYA SENEYA,SENAYA SENEYA,2001-01-28,AJ Auxerre (FRA),181,2,0,senaya marvin marvin elom senaya seneya,senaya seneya
Haiti,HAI,1,GK,PLACIDE Johny Johny PLACIDE PLACIDE,PLACIDE PLACIDE,1988-01-29,SC Bastia (FRA),181,83,0,placide johny johny placide placide,placide placide
Haiti,HAI,2,DF,ARCUS Carlens Carlens Jean Fedlaire Ruby ARCUS ARCUS,ARCUS ARCUS,1996-06-28,Angers SCO (FRA),180,56,1,arcus carlens carlens jean fedlaire ruby arcus arcus,arcus arcus
Haiti,HAI,3,DF,THERMONCY Keeto Keeto THERMONCY THERMONCY,THERMONCY THERMONCY,2006-03-29,BSC Young Boys (SUI),179,1,0,thermoncy keeto keeto thermoncy thermoncy,thermoncy thermoncy
Haiti,HAI,4,DF,ADE Ricardo Ricardo ADE ADE,ADE ADE,1990-05-21,LDU Quito (ECU),190,61,2,ade ricardo ricardo ade ade,ade ade
Haiti,HAI,5,DF,DELCROIX Hannes Hannes Piterson D DELCROIX DELCROIX,D DELCROIX DELCROIX,1999-02-28,FC Lugano (SUI),183,7,0,delcroix hannes hannes piterson d delcroix delcroix,d delcroix delcroix
Haiti,HAI,6,MF,SAINTE Carl Carl Fred SAINTE SAINTE,SAINTE SAINTE,2002-08-09,El Paso Locomotive FC (USA),182,26,0,sainte carl carl fred sainte sainte,sainte sainte
Haiti,HAI,7,FW,ETIENNE Derrick Derrick Burckley ETIENNE JR ETIENNE JR,ETIENNE JR ETIENNE JR,1996-11-25,Toronto FC (CAN),178,50,8,etienne derrick derrick burckley etienne jr etienne jr,etienne jr etienne jr
Haiti,HAI,8,DF,EXPERIENCE Martin Martin Yves Roberns Didier EXPERIENCE EXPERIENCE,EXPERIENCE EXPERIENCE,1999-03-09,AS Nancy (FRA),178,21,0,experience martin martin yves roberns didier experience experience,experience experience
Haiti,HAI,9,FW,NAZON Duckens Duckens NAZON NAZON,NAZON NAZON,1994-04-07,Esteghlal Tehran FC (IRN),181,83,44,nazon duckens duckens nazon nazon,nazon nazon
Haiti,HAI,10,MF,BELLEGARDE Jean-Ricner Jean Ricner BELLEGARDE BELLEGARDE,BELLEGARDE BELLEGARDE,1998-06-27,Wolverhampton Wanderers FC (ENG),170,10,0,bellegarde jean ricner jean ricner bellegarde bellegarde,bellegarde bellegarde
Haiti,HAI,11,FW,DEEDSON Louicius Don Deedson LOUICIUS LOUICIUS,LOUICIUS LOUICIUS,2001-02-11,FC Dallas (USA),178,32,10,deedson louicius don deedson louicius louicius,louicius louicius
Haiti,HAI,12,GK,PIERRE Alexandre Alexandre Jr PIERRE A. PIERRE,A. PIERRE,2001-02-25,FC Sochaux-Montbéliard (FRA),190,17,0,pierre alexandre alexandre jr pierre a pierre,a pierre
Haiti,HAI,13,DF,LACROIX Markhus Markhus LACROIX LACROIX,LACROIX LACROIX,1993-10-14,Colorado Springs Switchbacks FC (USA),175,16,3,lacroix markhus markhus lacroix lacroix,lacroix lacroix
Haiti,HAI,14,DF,METUSALA Garven Garven-Michee METUSALA METUSALA,METUSALA METUSALA,1999-12-31,Colorado Springs Switchbacks FC (USA),186,15,0,metusala garven garven michee metusala metusala,metusala metusala
Haiti,HAI,15,FW,PROVIDENCE Ruben Ruben Fritzner PROVIDENCE PROVIDENCE,PROVIDENCE PROVIDENCE,2001-07-07,Almere City FC (NED),178,15,3,providence ruben ruben fritzner providence providence,providence providence
Haiti,HAI,16,FW,JOSEPH Lenny Lenny Alvin Pico JOSEPH JOSEPH,JOSEPH JOSEPH,2000-10-12,Ferencvárosi TC (HUN),182,2,1,joseph lenny lenny alvin pico joseph joseph,joseph joseph
Haiti,HAI,17,MF,JEAN JACQUES Danley Danley JEAN JACQUES JEAN-JACQUES,JEAN JACQUES JEAN-JACQUES,2000-05-20,Philadelphia Union (USA),182,31,6,jean jacques danley danley jean jacques jean jacques,jean jacques jean jacques
Haiti,HAI,18,FW,ISIDOR Wilson Wilson ISIDOR ISIDOR,ISIDOR ISIDOR,2000-08-27,Sunderland AFC (ENG),184,4,2,isidor wilson wilson isidor isidor,isidor isidor
Haiti,HAI,19,FW,FORTUNE Yassin Yassin Enzo FORTUNE FORTUNE,FORTUNE FORTUNE,1999-01-30,FC Vizela (POR),186,4,0,fortune yassin yassin enzo fortune fortune,fortune fortune
Haiti,HAI,20,FW,PIERROT Frantzdy Frantzdy PIERROT PIERROT,PIERROT PIERROT,1995-03-29,Çaykur Rizespor (TUR),194,53,34,pierrot frantzdy frantzdy pierrot pierrot,pierrot pierrot
Haiti,HAI,21,FW,CASIMIR Josue Josue Jeremie CASIMIR CASIMIR,CASIMIR CASIMIR,2001-09-24,AJ Auxerre (FRA),178,7,0,casimir josue josue jeremie casimir casimir,casimir casimir
Haiti,HAI,22,DF,DUVERNE Jean-Kevin Jean-Kévin DUVERNE DUVERNE,DUVERNE DUVERNE,1997-07-12,KAA Gent (BEL),184,17,1,duverne jean kevin jean k vin duverne duverne,duverne duverne
Haiti,HAI,23,GK,DUVERGER Josue Josue DUVERGER DUVERGER,DUVERGER DUVERGER,2000-04-27,FC Cosmos Koblenz (GER),187,7,0,duverger josue josue duverger duverger,duverger duverger
